Titular;Categoria;Fuente;;
Larrea anuncia ?bloqueo de los mil servicios?;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/4/2/larrea-anuncia-bloqueo-de-los-mil-servicios-327515.html;;
Polic°a arresta a 13 activistas por una protesta en colegio;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/4/2/policia-arresta-13-activistas-por-una-protesta-en-colegio-327517.html;;
Salud anuncia mesas de di†logo con mÇdicos, el sector movilizado espera convocatoria escrita;SALUD;https://www.paginasiete.bo/sociedad/2022/4/1/salud-anuncia-mesas-de-dialogo-con-medicos-el-sector-movilizado-espera-convocatoria-escrita-327473.html;;
Presentan al asesino de Valeria y Gobierno pide 30 a§os de prisi¢n;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/4/1/presentan-al-asesino-de-valeria-gobierno-pide-30-anos-de-prision-327478.html;;
Marcha de perros y humanos alza la voz contra el maltrato animal;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/4/1/marcha-de-perros-humanos-alza-la-voz-contra-el-maltrato-animal-327469.html;;
Periodista es encarcelado por publicar memes de la directora de la AJAM;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/4/1/periodista-es-encarcelado-por-publicar-memes-de-la-directora-de-la-ajam-327459.html;;
Llegan 48 PumaKatari a Patacamaya y Arias dice que el transporte resurgir† Æcomo el ave FÇnixØ;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/4/1/llegan-48-pumakatari-patacamaya-arias-dice-que-el-transporte-resurgira-como-el-ave-fenix-327454.html;;
Piden a los pace§os que muestren carnet anticovid;SALUD;https://www.paginasiete.bo/sociedad/2022/4/1/piden-los-pacenos-que-muestren-carnet-anticovid-327419.html;;
La Paz registra 11 d°as sin muertes a causa de la covid;SALUD;https://www.paginasiete.bo/sociedad/2022/4/1/la-paz-registra-11-dias-sin-muertes-causa-de-la-covid-327420.html;;
Roban un perro por d°a y la Polic°a identifica cuatro clanes;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/4/1/roban-un-perro-por-dia-la-policia-identifica-cuatro-clanes-327421.html;;
La Casa de la Mascota esterilizar† 40 perros y gatos;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/4/1/la-casa-de-la-mascota-esterilizara-40-perros-gatos-327422.html;;
Defensor°a, directora y padres dan un revÇs a ni§a que denunci¢ abuso sexual;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/4/1/defensoria-directora-padres-dan-un-reves-nina-que-denuncio-abuso-sexual-327423.html;;
Salubristas paran en siete regiones;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/4/1/salubristas-paran-en-siete-regiones-327428.html;;
Arce: 99% de escuelas pasan clases;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/4/1/arce-99-de-escuelas-pasan-clases-327429.html;;
Hallan sin vida a Valeria, reportada como desaparecida en Cochabamba;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/3/31/hallan-sin-vida-valeria-reportada-como-desaparecida-en-cochabamba-327403.html;;
"En Argentina proh°ben el Mentisan; INTI sale al frente y garantiza su calidad y eficacia";SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/31/en-argentina-prohiben-el-mentisan-inti-sale-al-frente-garantiza-su-calidad-eficacia-327385.html;;
Gases y enfrentamientos entre activistas y padres en colegio donde se denuncia agresi¢n sexual a ni§a;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/3/31/gases-enfrentamientos-entre-activistas-padres-en-colegio-donde-se-denuncia-agresion-sexual-nina-327379.html;;
Muere ÆChachoØ Arraya, personalidad de los medios de comunicaci¢n y las tablas;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/31/muere-chacho-arraya-personalidad-de-los-medios-de-comunicacion-las-tablas-327376.html;;
Arias a evangÇlicos: Si dicen amar a Dios, amen a su pr¢jimo, salven a su pr¢jimo;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/31/arias-evangelicos-si-dicen-amar-dios-amen-su-projimo-salven-su-projimo-327371.html;;
Galindo aplaza el acto que ten°a previsto para evitar confrontaci¢n con seguidores de Patty;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/31/galindo-aplaza-el-acto-que-tenia-previsto-para-evitar-confrontacion-con-seguidores-de-patty-327353.html;;
Prueba de ADN confirma que la bebÇ abandonada en un micro de Santa Cruz no es Dayl°n;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/3/31/prueba-de-adn-confirma-que-la-bebe-abandonada-en-un-micro-de-santa-cruz-no-es-daylin-327351.html;;
Una ni§a de 7 a§os sufre la picadura de una viuda negra en una comunidad de Potos°;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/31/una-nina-de-anos-sufre-la-picadura-de-una-viuda-negra-en-una-comunidad-de-potosi-327345.html;;
Pumas: 3 rutas son las menos usadas y alistan relanzamientos;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/31/pumas-rutas-son-las-menos-usadas-alistan-relanzamientos-327323.html;;
®D¢nde est†n Wilma y Valeria? Sigue la b£squeda e investigan a sus exparejas;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/31/donde-estan-wilma-valeria-sigue-la-busqueda-investigan-sus-exparejas-327324.html;;
Rige la ley de presentaci¢n del carnet de vacunaci¢n;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/31/rige-la-ley-de-presentacion-del-carnet-de-vacunacion-327322.html;;
Un ni§o de dos a§os fue abandonado en El Alto;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/3/31/un-nino-de-dos-anos-fue-abandonado-en-el-alto-327325.html;;
El Alto: se crucifica por medicinas para centros;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/31/el-alto-se-crucifica-por-medicinas-para-centros-327334.html;;
Con quenas y misa criolla La Paz grita ?≠Paz para Ucrania!?;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/31/con-quenas-misa-criolla-la-paz-grita-paz-para-ucrania-327335.html;;
Aprehenden a la expareja de Wilma Edith;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/aprehenden-la-expareja-de-wilma-edith-327294.html;;
Sectores de Santa Cruz suspenden la marcha por el censo debido a la lluvia;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/sectores-de-santa-cruz-suspenden-la-marcha-por-el-censo-debido-la-lluvia-327273.html;;
Por instrucci¢n de Jhonny Fern†ndez, subalcaldes ponen su cargo a disposici¢n;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/por-instruccion-de-jhonny-fernandez-subalcaldes-ponen-su-cargo-disposicion-327266.html;;
Inlasa descarta presencia en Bolivia de la subvariante BA.2 del coronavirus;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/inlasa-descarta-presencia-en-bolivia-de-la-subvariante-ba2-del-coronavirus-327267.html;;
Covid-19: c¢mo es la ¢micron ÆsilenciosaØ, la subvariante ya dominante en todo el mundo;SALUD;https://www.paginasiete.bo/sociedad/2022/3/30/covid-19-como-es-la-omicron-silenciosa-la-subvariante-ya-dominante-en-todo-el-mundo-327262.html;;
Alcald°a de La Paz aclara que quien no quiera vacunarse puede presentar prueba PCR;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/alcaldia-de-la-paz-aclara-que-quien-no-quiera-vacunarse-puede-presentar-prueba-pcr-327256.html;;
Padres de familia instalan al menos 22 puntos de bloqueo en La Paz para exigir mejoras en colegios;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/padres-de-familia-instalan-al-menos-22-puntos-de-bloqueo-en-la-paz-para-exigir-mejoras-en-colegios-327257.html;;
ComitÇ de la ONU muestra preocupaci¢n por acoso a periodistas en Bolivia;SALUD;https://www.paginasiete.bo/sociedad/2022/3/30/comite-de-la-onu-muestra-preocupacion-por-acoso-periodistas-en-bolivia-327248.html;;
Llegan los nuevos Pumas y no descartan una ruta por el centro;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/llegan-los-nuevos-pumas-no-descartan-una-ruta-por-el-centro-327227.html;;
Dos sentenciados por violaci¢n fueron liberados por jueces;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/dos-sentenciados-por-violacion-fueron-liberados-por-jueces-327225.html;;
La Polic°a investiga un nuevo feminicidio en El Alto;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/3/30/la-policia-investiga-un-nuevo-feminicidio-en-el-alto-327226.html;;
Abren la Av. 20 de Octubre, entrega de viaducto se retrasa;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/abren-la-av-20-de-octubre-entrega-de-viaducto-se-retrasa-327228.html;;
3 detenidos por cosmÇticos adulterados;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/detenidos-por-cosmeticos-adulterados-327233.html;;
Brisa en Corte IDH: Protejamos a ni§os de la violencia sexual;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/3/30/brisa-en-corte-idh-protejamos-ninos-de-la-violencia-sexual-327235.html;;
Universidad Tom†s Fr°as, en alerta por requerimiento de la Fiscal°a;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/30/universidad-tomas-frias-en-alerta-por-requerimiento-de-la-fiscalia-327237.html;;
Primer lote de PumaKataris que reemplaza a buses quemados llega a la Aduana;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/primer-lote-de-pumakataris-que-reemplaza-buses-quemados-llega-la-aduana-327171.html;;
Activistas y la Polic°a marchan el viernes en defensa de los derechos de los animales;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/activistas-la-policia-marchan-el-viernes-en-defensa-de-los-derechos-de-los-animales-327149.html;;
El MAS cierra avenida principal en Oruro para festejar su aniversario;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/el-mas-cierra-avenida-principal-en-oruro-para-festejar-su-aniversario-327157.html;;
Brisa ante la Corte IDH: No quiero un centavo de Bolivia, quiero un cambio;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/brisa-ante-la-corte-idh-no-quiero-un-centavo-de-bolivia-quiero-un-cambio-327156.html;;
La Polic°a encuentra el cad†ver de una joven en un alojamiento de El Alto;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/la-policia-encuentra-el-cadaver-de-una-joven-en-un-alojamiento-de-el-alto-327150.html;;
La ca§a de az£car devora territorio ind°gena tacana en la Amazon°a boliviana;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/la-cana-de-azucar-devora-territorio-indigena-tacana-en-la-amazonia-boliviana-327146.html;;
Polic°a recaptura a un violador que fue excarcelado de manera irregular;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/policia-recaptura-un-violador-que-fue-excarcelado-de-manera-irregular-327143.html;;
Piden preguntar en el censo sobre coca, religi¢n y ser mestizo;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/piden-preguntar-en-el-censo-sobre-coca-religion-ser-mestizo-327139.html;;
Procesan a v°ctima de aborto mal practicado pese a estar en una UTI;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/procesan-victima-de-aborto-mal-practicado-pese-estar-en-una-uti-327094.html;;
Piden no colocar ceniza a£n encendida en basureros;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/piden-no-colocar-ceniza-aun-encendida-en-basureros-327095.html;;
C†ncer: asegurados esperan 4 y 5 meses por un tratamiento;SALUD;https://www.paginasiete.bo/sociedad/2022/3/29/cancer-asegurados-esperan-meses-por-un-tratamiento-327096.html;;
Gremiales se resisten y Alcald°a de El Alto anuncia m†s retiros;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/gremiales-se-resisten-alcaldia-de-el-alto-anuncia-mas-retiros-327097.html;;
Alcalde pide a evangÇlicos vacunar a sus feligreses;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/alcalde-pide-evangelicos-vacunar-sus-feligreses-327098.html;;
Alte§os rechazan el uso de carnet de vacuna en La Paz;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/altenos-rechazan-el-uso-de-carnet-de-vacuna-en-la-paz-327133.html;;
En Cercado se podr† circular las 24 horas, dice el COEM;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/29/en-cercado-se-podra-circular-las-24-horas-dice-el-coem-327140.html;;
Ni§o rob¢ Bs 8.000 a su abuelo para comprar diamantes en Free Fire;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/nino-robo-bs-8000-su-abuelo-para-comprar-diamantes-en-free-fire-327077.html;;
Iglesias evangÇlicas advierten con revocatoria si Arias promulga ley que exige carnet de vacuna;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/iglesias-evangelicas-advierten-con-revocatoria-si-arias-promulga-ley-que-exige-carnet-de-vacuna-327071.html;;
Iglesia evangÇlica pide incluir pregunta sobre religi¢n en el Censo;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/iglesia-evangelica-pide-incluir-pregunta-sobre-religion-en-el-censo-327061.html;;
Una casa colonial se derrumba en Tarata;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/una-casa-colonial-se-derrumba-en-tarata-327062.html;;
Auza sobre exigencia de carnet de vacuna en La Paz: Respetamos cualquier medida para aumentar la vacunaci¢n;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/auza-sobre-exigencia-de-carnet-de-vacuna-en-la-paz-respetamos-cualquier-medida-para-aumentar-la-vacunacion-327050.html;;
Una venezolana y un bebÇ boliviano mueren al cruzar frontera norte de Chile;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/una-venezolana-un-bebe-boliviano-mueren-al-cruzar-frontera-norte-de-chile-327047.html;;
Bajan los casos covid en el pa°s, pero La Paz y Potos° muestran un incremento;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/bajan-los-casos-covid-en-el-pais-pero-la-paz-potosi-muestran-un-incremento-327048.html;;
Censo: Prueba piloto ACE incluy¢ preguntas de covid pero no de identidad Çtnica;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/censo-prueba-piloto-ace-incluyo-preguntas-de-covid-pero-no-de-identidad-etnica-327002.html;;
A virus revuelto ganancia de charlatanes: mentira del di¢xido como cura de covid;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/virus-revuelto-ganancia-de-charlatanes-mentira-del-dioxido-como-cura-de-covid-326986.html;;
La terminal Minasa rebalsa y convierte a barrios en ba§os, parqueos y lavaderos;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/la-terminal-minasa-rebalsa-convierte-barrios-en-banos-parqueos-lavaderos-327006.html;;
ICE de Santa Cruz: En 12 a§os, los incendios devastaron 25 MM de ha;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/3/28/ice-de-santa-cruz-en-12-anos-los-incendios-devastaron-25-mm-de-ha-327008.html;;
GÇnesis, mujer trans, muri¢ tras ser rechazada en dos hospitales;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/genesis-mujer-trans-murio-tras-ser-rechazada-en-dos-hospitales-327035.html;;
Bolivia comparecer† ante la CIDH por el caso Brisa;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/bolivia-comparecera-ante-la-cidh-por-el-caso-brisa-327036.html;;
®D¢nde est† Wilma? Desapareci¢ hace 7 d°as, su familia pide ayuda;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/3/28/donde-esta-wilma-desaparecio-hace-dias-su-familia-pide-ayuda-327037.html;;
El lanzamiento del Gran Poder cost¢ Bs 500 mil;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/el-lanzamiento-del-gran-poder-costo-bs-500-mil-327038.html;;
Bolivia transformar† Wikipedia desde la lectura en las aulas;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/28/bolivia-transformara-wikipedia-desde-la-lectura-en-las-aulas-327039.html;;
Concejal pace§o cree que la obligatoriedad del carnet anticovid es una Æherramienta de chantajeØ;POLITICA;https://www.paginasiete.bo/sociedad/2022/3/27/concejal-paceno-cree-que-la-obligatoriedad-del-carnet-anticovid-es-una-herramienta-de-chantaje-326978.html;;
Un video muestra los £ltimos segundos antes de la desaparici¢n de Wilma Edith hace 6 d°as;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/un-video-muestra-los-ultimos-segundos-antes-de-la-desaparicion-de-wilma-edith-hace-dias-326975.html;;
El 57% de la poblaci¢n ya tiene el esquema completo de la vacunaci¢n;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/el-57-de-la-poblacion-ya-tiene-el-esquema-completo-de-la-vacunacion-326968.html;;
Censo 2022: INE movilizar† 315 mil personas y ya cuenta con Bs 181 millones;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/censo-2022-ine-movilizara-315-mil-personas-ya-cuenta-con-bs-181-millones-326967.html;;
Wilma Edith desapareci¢ hace seis d°as tras despedirse en un mensaje de texto;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/wilma-edith-desaparecio-hace-seis-dias-tras-despedirse-en-un-mensaje-de-texto-326963.html;;
V°ctimas crean una asociaci¢n contra la jueza Bacarreza que tiene 92 denuncias;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/victimas-crean-una-asociacion-contra-la-jueza-bacarreza-que-tiene-92-denuncias-326923.html;;
Uno de cada tres estudiantes tiene ya ambas vacunas;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/uno-de-cada-tres-estudiantes-tiene-ya-ambas-vacunas-326919.html;;
Gran Poder: para evitar covid piden barbijos, vacunas y vasos;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/gran-poder-para-evitar-covid-piden-barbijos-vacunas-vasos-326920.html;;
Sabores bolivianos se lucen en Museo Gastron¢mico de la Llajta;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/sabores-bolivianos-se-lucen-en-museo-gastronomico-de-la-llajta-326921.html;;
Ni§a sufri¢ hambre y abandono encerrada con su gato y un rat¢n;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/3/27/nina-sufrio-hambre-abandono-encerrada-con-su-gato-un-raton-326922.html;;
Justicia ratifica sobreseimiento de Iturri y Hurtado por caso PAT;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/justicia-ratifica-sobreseimiento-de-iturri-hurtado-por-caso-pat-326951.html;;
Derrumbe en Huanuni: rescatan 2 mineros con vida;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/derrumbe-en-huanuni-rescatan-mineros-con-vida-326952.html;;
Dos accidentes dejaron al menos un muerto y 9 heridos;SEGURIDAD;https://www.paginasiete.bo/sociedad/2022/3/27/dos-accidentes-dejaron-al-menos-un-muerto-heridos-326954.html;;
Con dÇbil apag¢n la Llajta y La Paz dan un respiro al planeta;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/27/con-debil-apagon-la-llajta-la-paz-dan-un-respiro-al-planeta-326960.html;;
La Paz participa de la Hora del Planeta con una marcha de velas y el apagado de luces;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/26/la-paz-participa-de-la-hora-del-planeta-con-una-marcha-de-velas-el-apagado-de-luces-326918.html;;
El Centro de Medicina Nuclear ya opera con equipos de alta tecnolog°a y gratis;CIENCIA Y TECNOLOGIA;https://www.paginasiete.bo/sociedad/2022/3/26/el-centro-de-medicina-nuclear-ya-opera-con-equipos-de-alta-tecnologia-gratis-326863.html;;
Estrenan tecnolog°a para hallar los tumores de forma precisa;CIENCIA Y TECNOLOGIA;https://www.paginasiete.bo/sociedad/2022/3/26/estrenan-tecnologia-para-hallar-los-tumores-de-forma-precisa-326861.html;;
Si hay ?alg£n? caso de covid, suspender†n las clases;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/26/si-hay-algun-caso-de-covid-suspenderan-las-clases-326864.html;;
En lo que va del a§o, 13 bebÇs fueron abandonados en El Alto;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/26/en-lo-que-va-del-ano-13-bebes-fueron-abandonados-en-el-alto-326865.html;;
Caen cinco mÇdicos por hacer abortos clandestinos;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/26/caen-cinco-medicos-por-hacer-abortos-clandestinos-326866.html;;
Env°an a Vladimir a la c†rcel, 2 familiares cayeron por ayudarlo;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/26/envian-vladimir-la-carcel-familiares-cayeron-por-ayudarlo-326867.html;;
?Digipi diripi? de Galindo pone a bailar en defensa de las mujeres;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/26/digipi-diripi-de-galindo-pone-bailar-en-defensa-de-las-mujeres-326890.html;;
100 scooters se desplazar†n por la zona Sur de La Paz;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/26/100-scooters-se-desplazaran-por-la-zona-sur-de-la-paz-326893.html;;
Alzan bloqueo en Desaguadero por 15 d°as y esperan el 10% restante para la v°a;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/26/alzan-bloqueo-en-desaguadero-por-15-dias-esperan-el-10-restante-para-la-via-326894.html;;
®Por quÇ la Polic°a investiga la misteriosa muerte de una ni§a en Cochabamba?;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/por-que-la-policia-investiga-la-misteriosa-muerte-de-una-nina-en-cochabamba-326838.html;;
Galindo baila su cumbia y anuncia que el jueves Æse va a caer el techo de la casa grande del amoØ;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/galindo-baila-su-cumbia-anuncia-que-el-jueves-se-va-caer-el-techo-de-la-casa-grande-del-amo-326845.html;;
El feminicida de Vania es enviado a Chonchocoro por seis meses;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/el-feminicida-de-vania-es-enviado-chonchocoro-por-seis-meses-326846.html;;
Cierran dos v°as neur†lgicas de La Paz por el festejo de interculturales y Gran Poder;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/cierran-dos-vias-neuralgicas-de-la-paz-por-el-festejo-de-interculturales-gran-poder-326842.html;;
Siete bloqueos afectan el tr†nsito en rutas de La Paz, Santa Cruz y Beni;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/siete-bloqueos-afectan-el-transito-en-rutas-de-la-paz-santa-cruz-beni-326834.html;;
®Por quÇ un grupo de transportistas piden volver a la antigua terminal alte§a?;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/por-que-un-grupo-de-transportistas-piden-volver-la-antigua-terminal-altena-326835.html;;
Representante Regional de ONU-Habitat visita Bolivia;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/representante-regional-de-onu-habitat-visita-bolivia-326811.html;;
Arias sobre proyecto de la dinamita: Æ®QuÇ se viene, proponer que el cuchillo, piedras o fuego sean patrimonio?Ø;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/arias-sobre-proyecto-de-la-dinamita-que-se-viene-proponer-que-el-cuchillo-piedras-fuego-sean-patrimonio-326810.html;;
Efectivos de la Armada boliviana rescatan el cad†ver de un peruano en el lago Titicaca;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/efectivos-de-la-armada-boliviana-rescatan-el-cadaver-de-un-peruano-en-el-lago-titicaca-326808.html;;
Vladimir vend°a drogas y se jactaba de haber planificado el feminicidio de Vania;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/vladimir-vendia-drogas-se-jactaba-de-haber-planificado-el-feminicidio-de-vania-326757.html;;
La Paz ampl°a el aforo al 100% y se alista para el Gran Poder;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/la-paz-amplia-el-aforo-al-100-se-alista-para-el-gran-poder-326756.html;;
Condenan a docente y universitario por violaci¢n;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/condenan-docente-universitario-por-violacion-326758.html;;
La Paz pedir† carnet de vacuna en transporte y mercados;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/la-paz-pedira-carnet-de-vacuna-en-transporte-mercados-326766.html;;
El MAS dice que sus siete leyes estaban previstas;POLITICA;https://www.paginasiete.bo/sociedad/2022/3/25/el-mas-dice-que-sus-siete-leyes-estaban-previstas-326767.html;;
No hallan soluci¢n al bloqueo en la v°a hacia Desaguadero;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/no-hallan-solucion-al-bloqueo-en-la-via-hacia-desaguadero-326788.html;;
Mil†n Gonzales, el boliviano que cubre la guerra en Ucrania para P†gina Siete;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/25/milan-gonzales-el-boliviano-que-cubre-la-guerra-en-ucrania-para-pagina-siete-326789.html;;
Arellano es el segundo alcalde interino de Colcapirhua en medio de denuncias;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/24/arellano-es-el-segundo-alcalde-interino-de-colcapirhua-en-medio-de-denuncias-326735.html;;
Concejo pace§o aprueba ley para exigir el carnet de vacunaci¢n anticovid;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/24/concejo-paceno-aprueba-ley-para-exigir-el-carnet-de-vacunacion-anticovid-326716.html;;
Pe§a: Camacho puso a manejar la Gobernaci¢n a Ch†vez, exasesor de Evo, que persigui¢ a autonomistas;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/24/pena-camacho-puso-manejar-la-gobernacion-chavez-exasesor-de-evo-que-persiguio-autonomistas-326700.html;;
Gobierno: El feminicida de Vania se dedicaba al microtr†fico y le quit¢ la vida para encubrirlo;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/24/gobierno-el-feminicida-de-vania-se-dedicaba-al-microtrafico-le-quito-la-vida-para-encubrirlo-326692.html;;
Tercer bloqueo en el pa°s: padres cortan el paso en Buena Vista para exigir la canasta familiar;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/24/tercer-bloqueo-en-el-pais-padres-cortan-el-paso-en-buena-vista-para-exigir-la-canasta-familiar-326694.html;;
El Gobierno desv°a carga a Chile y se radicaliza el bloqueo en Desaguadero;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/24/el-gobierno-desvia-carga-chile-se-radicaliza-el-bloqueo-en-desaguadero-326691.html;;
MAS aprueba 7 leyes y partido de Arias dice que son ilegales;POLITICA;https://www.paginasiete.bo/sociedad/2022/3/24/mas-aprueba-leyes-partido-de-arias-dice-que-son-ilegales-326680.html;;
Sube el uso de tarjetas inteligentes en los Pumas;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/24/sube-el-uso-de-tarjetas-inteligentes-en-los-pumas-326681.html;;
Polic°a: Exfuncionario de CNS ofrec°a cargos por autos y plata;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/24/policia-exfuncionario-de-cns-ofrecia-cargos-por-autos-plata-326682.html;;
Israel oblig¢ a su pareja a tatuarse sus iniciales y la dej¢ en coma tras una golpiza;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/24/israel-obligo-su-pareja-tatuarse-sus-iniciales-la-dejo-en-coma-tras-una-golpiza-326683.html;;
Educaci¢n reporta tres casos de covid en colegios;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/24/educacion-reporta-tres-casos-de-covid-en-colegios-326684.html;;
COEM de La Paz mantiene uso obligatorio del barbijo y levanta restricci¢n de horarios;SOCIEDAD;https://www.paginasiete.bo/sociedad/2022/3/23/coem-de-la-paz-mantiene-uso-obligatorio-del-barbijo-levanta-restriccion-de-horarios-326634.html;;
